IDProducto,Descripcion_Articulo,Descripcion_Articulo_Largo,Cod_Familia,Val_MonedaNacional,Val_MonedaExtranjera,Codigo_Marca,Descripcion_Marca,Tipo_Presentacion,Descripcion_Tipo_Presentacion,Codigo_Empresa,Codigo_UnidadMedida,Descripcion_UnidadMedida
3008,Sleeping bag American Tourister,Sleeping bag American Tourister,312,349,122.4561,NULL,Tourister,NULL,Revestida,NULL,UNI,UNIDADES
3009,Estacas de aluminio,Estacas de aluminio,313,10.9,3.8246,NULL,Silicon,NULL,Aluminio,NULL,UNI,UNIDADES
3010,Combo Cooler Rubbermaid,Combo Cooler Rubbermaid,313,159,55.7895,NULL,Rubbermaid,NULL,Plastico,NULL,UNI,UNIDADES
3011,LINTERNA SUBMARINA AA WP22E ENERGIZER,LINTERNA SUBMARINA AA WP22E ENERGIZER,313,68.95,24.193,NULL,Energizer,NULL,Inoxidable,NULL,UNI,UNIDADES
3012,COLCHONETA WENZEL NON CROSSING 157-110,COLCHONETA WENZEL NON CROSSING 157-110,313,78.6,27.5789,NULL,Wenzel,NULL,Revestida,NULL,UNI,UNIDADES
3013,CUCHILLA CYBER TOOL ROJA 1.7725.T,CUCHILLA CYBER TOOL ROJA 1.7725.T,313,59.3,20.807,NULL,Cyber,NULL,Acero,NULL,UNI,UNIDADES
3014,LLAVERO LINTERNA ENERGIZER NEMO BRUCE,LLAVERO LINTERNA ENERGIZER NEMO BRUCE,313,42.3,14.8421,NULL,Energizer,NULL,Estandar,NULL,UNI,UNIDADES
3015,TERMO MEGA 0.25LT IGLOO 31190,TERMO MEGA 0.25LT IGLOO 31190,313,47.5,16.6667,NULL,Igloo,NULL,Metal,NULL,UNI,UNIDADES
3016,ROMPECOQUITOS STDOS. GNMROMPE GNM,ROMPECOQUITOS STDOS. GNMROMPE GNM,321,52.2,18.3158,NULL,Toys R Us,NULL,Estandar,NULL,UNI,UNIDADES
3017,SPIDER MAN PAL SIZE PUZZLE 4329-06 PRESS,SPIDER MAN PAL SIZE PUZZLE 4329-06 PRESS,321,61.5,21.5789,NULL,Toys R Us,NULL,Madera,NULL,UNI,UNIDADES
3018,BATTLESHIP 4730 HASBRO,BATTLESHIP 4730 HASBRO,321,66.5,23.3333,NULL,Hasbro,NULL,Estrategia,NULL,UNI,UNIDADES
3019,TWISTER 4645 HASBRO,TWISTER 4645 HASBRO,321,74.15,26.0175,NULL,Hasbro,NULL,Estrategia,NULL,UNI,UNIDADES
3020,MONOPOLIO POPULAR 5103 HASBRO,MONOPOLIO POPULAR 5103 HASBRO,321,69.99,24.5579,NULL,Hasbro,NULL,Familiar,NULL,UNI,UNIDADES
3021,LIBRO COSAS QUE APRENDER 80301 LEAPFROG,LIBRO COSAS QUE APRENDER 80301 LEAPFROG,322,125.6,44.0702,NULL,Leapfrog,NULL,Estandar,NULL,UNI,UNIDADES
3022,INTELLIVISION 10 VIDEO GAMES TV 10500 TE,INTELLIVISION 10 VIDEO GAMES TV 10500 TE,322,309.99,108.7684,NULL,Toys R Us,NULL,Estandar,NULL,UNI,UNIDADES
3023,FURREAL FRIENDS NEWBORN 70189/70028 HASB,FURREAL FRIENDS NEWBORN 70189/70028 HASB,322,259.99,91.2246,NULL,Hasbro,NULL,Estandar,NULL,UNI,UNIDADES
3024,Aprendiendo con Barney Fun Laptop,Aprendiendo con Barney Fun Laptop,322,205.5,72.1053,NULL,Leapfrog,NULL,Estandar,NULL,UNI,UNIDADES
3025,SQUEEZIES 4 ASST.93858 WINNIE THE POOH F,SQUEEZIES 4 ASST.93858 WINNIE THE POOH F,331,89.5,31.4035,NULL,Disney,NULL,Estandar,NULL,UNI,UNIDADES
3026,COOKIE SHAPE SURPRISE- BILINGUAL 71932 F,COOKIE SHAPE SURPRISE- BILINGUAL 71932 F,331,79.6,27.9298,NULL,Fisher Price,NULL,Estandar,NULL,UNI,UNIDADES
3027,POOH SLEEPYTIME ASST. C0139 FISHER PRICE,POOH SLEEPYTIME ASST. C0139 FISHER PRICE,331,100.5,35.2632,NULL,Disney,NULL,Estandar,NULL,UNI,UNIDADES
3028,MUSICAL CHOO CHOO B0642 FISHR PRICE/WRT,MUSICAL CHOO CHOO B0642 FISHR PRICE/WRT,331,78.8,27.6491,NULL,Fisher Price,NULL,Estandar,NULL,UNI,UNIDADES
3029,BARNEY Y AMIGOS B7422 FISHER PRICE,BARNEY Y AMIGOS B7422 FISHER PRICE,332,68.5,24.0351,NULL,Fisher Price,NULL,Almidon,NULL,UNI,UNIDADES
3030,BOB ESPONJA LARGE PLUSH B1536,BOB ESPONJA LARGE PLUSH B1536,332,77.6,27.2281,NULL,Nickelodeon,NULL,Sintetico,NULL,UNI,UNIDADES
3031,BARNEY PELUCHE STDO. 99406 HB,BARNEY PELUCHE STDO. 99406 HB,332,119.6,41.9649,NULL,Fisher Price,NULL,Tela natural,NULL,UNI,UNIDADES
3032,PELUCHE PULGOSO 13' 355032 (13541)CLASSIC,PELUCHE PULGOSO 13' 355032 (13541)CLASSIC,332,105.3,36.9474,NULL,Nickelodeon,NULL,Tela natural,NULL,UNI,UNIDADES
3033,PELUCHE HELLO KITTY 10'' AS45B06,PELUCHE HELLO KITTY 10'' AS45B06,332,99.95,35.0702,NULL,Disney,NULL,Sintetico,NULL,UNI,UNIDADES
3034,SPIDERMAN 43848 / G3621 TOY BIZ,SPIDERMAN 43848 / G3621 TOY BIZ,341,46.3,16.2456,NULL,Marvel,NULL,Plastico,NULL,UNI,UNIDADES
3035,TRANSFORMER ENERGON BASIC ASST. 80250 HA,TRANSFORMER ENERGON BASIC ASST. 80250 HA,341,59.66,20.9333,NULL,Hasbro,NULL,Metal,NULL,UNI,UNIDADES
3036,MAX STEEL/MATTE CYBER CRUISER MAX B6789,MAX STEEL/MATTE CYBER CRUISER MAX B6789,341,49.7,17.4386,NULL,Fisher Price,NULL,Metal,NULL,UNI,UNIDADES
3037,BATMAN 6'' ACT. FIG. ASST. B4975 MATTEL/,BATMAN 6'' ACT. FIG. ASST. B4975 MATTEL/,341,38.5,13.5088,NULL,Mattel,NULL,Plastico,NULL,UNI,UNIDADES
3038,YU-GI-OH! MODEL KITS B0775 MATTEL/WRT,YU-GI-OH! MODEL KITS B0775 MATTEL/WRT,341,42.17,14.7965,NULL,Mattel,NULL,Plastico,NULL,UNI,UNIDADES
3039,LEGO MATORAN / COMEXA OHRKAM 8611,LEGO MATORAN / COMEXA OHRKAM 8611,342,65.8,23.0877,NULL,Playgo,NULL,Plastico,NULL,UNI,UNIDADES
3040,BIONICLE LEGO TOA TOA NUJU 8606,BIONICLE LEGO TOA TOA NUJU 8606,342,75.95,26.6491,NULL,Playgo,NULL,Plastico,NULL,UNI,UNIDADES
3041,KNIGHTS KINGDOM / LEGO RASCUS 8772,KNIGHTS KINGDOM / LEGO RASCUS 8772,342,123.5,43.3333,NULL,Playgo,NULL,Plastico,NULL,UNI,UNIDADES
3042,BOB EL CONSTRUCTOR AS45ER,BOB EL CONSTRUCTOR AS45ER,342,79.45,27.8772,NULL,Hasbro,NULL,Plastico,NULL,UNI,UNIDADES
3043,HOT WHEELS BASIC CAR B1352/3612/C4982 MA,HOT WHEELS BASIC CAR B1352/3612/C4982 MA,343,56.2,19.7193,NULL,Mattel,NULL,Metal,NULL,UNI,UNIDADES
3044,TRACTOR CON TRAILER DS-928 DAESUNG TOYS,NULL,343,45.21,15.8632,NULL,Daesung,NULL,Metal,NULL,UNI,UNIDADES
3045,VOLANTE CARRO PLAYZONE F. FRIC.74086 MAT,NULL,343,55.2,19.3684,NULL,Mattel,NULL,Plastico,NULL,UNI,UNIDADES
3046,CAMION TRANSPOR.DS906 DAESUNG TOYS/WRT,NULL,343,62.31,21.8632,NULL,Daesung,NULL,Estandar,NULL,UNI,UNIDADES
3047,JEEP 4*4 7225 DIGITCON - KA WAH / WRT,NULL,343,85.62,30.0421,NULL,Fisher Price,NULL,Plastico,NULL,UNI,UNIDADES
3048,STRAWBERRY BERRY SPECIAL PARTIES C6003,NULL,351,65.2,22.8772,NULL,Nickelodeon,NULL,Almidon,NULL,UNI,UNIDADES
3049,MADELEINE PREMIUM 42CM DOLL ASST 5150118,NULL,351,57.6,20.2105,NULL,Fisher Price,NULL,Almidon,NULL,UNI,UNIDADES
3050,BARBIE HIP ASST. B7529 MATTEL/WRT,NULL,351,85.4,29.9649,NULL,Mattel,NULL,Plastico,NULL,UNI,UNIDADES
3051,BARBIE CALIFORNIA /MATTEL CHRISTIE C6462,NULL,351,79.99,28.0667,NULL,Mattel,NULL,Plastico,NULL,UNI,UNIDADES
3052,FAMILIA FELIZ /MATTEL ALAN Y RYAN B5753,FAMILIA FELIZ /MATTEL ALAN Y RYAN B5753,351,105.5,37.0175,NULL,Mattel,NULL,Familiar,NULL,UNI,UNIDADES
3053,BARBIE MAGICAL JEWERLY BOX 12185 TARA/SO,BARBIE MAGICAL JEWERLY BOX 12185 TARA/SO,351,81.23,28.5018,NULL,Mattel,NULL,Plastico,NULL,UNI,UNIDADES
3054,YAX'S C/PELOTITA TAMAÑO MED. LALY,YAX'S C/PELOTITA TAMAÑO MED. LALY,352,19.6,6.8772,NULL,Fisher Price,NULL,Metal,NULL,UNI,UNIDADES
3055,MI COCINA 46 PZAS 8385W HOP KWEN,MI COCINA 46 PZAS 8385W HOP KWEN,352,65.3,22.9123,NULL,Daesung,NULL,Plastico,NULL,UNI,UNIDADES
3056,PLAY AT HOME-REFRIGERATOR 21631 KEENWAY,PLAY AT HOME-REFRIGERATOR 21631 KEENWAY,352,125.6,44.0702,NULL,Keenway,NULL,Plastico,NULL,UNI,UNIDADES
3057,JUEGO DE COSMETICOS FASHION GIRL 2594,JUEGO DE COSMETICOS FASHION GIRL 2594,352,67.8,23.7895,NULL,Fisher Price,NULL,Plastico,NULL,UNI,UNIDADES
4001,Juicy Couture Terry Cloth,Juicy Couture Terry Cloth,411,239.4,84,NULL,Guess,NULL,Talla unica,NULL,UNI,UNIDADES
4002,Jeans clasicos Levi,Jeans clasicos Levi,411,59.85,21,NULL,Levi,NULL,Talla 28,NULL,UNI,UNIDADES
4003,Venus Swimwear SPAGHETTI,Venus Swimwear SPAGHETTI,411,342,120,NULL,Spagheti,NULL,Medium,NULL,UNI,UNIDADES
4004,Vestido almidonado Smocked peasant,Vestido almidonado Smocked peasant,411,125.4,44,NULL,Fabriccio,NULL,Estandar,NULL,UNI,UNIDADES
4005,Vestido corduroy linado Fabriccio,Vestido corduroy linado Fabriccio,411,156.7215,54.99,NULL,Fabriccio,NULL,Es,NULL,UNI,UNIDADES
4006,Vestido casual Jacquard slipdress,Vestido casual Jacquard slipdress,411,210.9,74,NULL,Jacquard,NULL,Talla unca,NULL,UNI,UNIDADES
4007,Vestido negro elegante Extreme,Vestido negro elegante Extreme,411,250.8,88,NULL,Extreme,NULL,Noche,NULL,UNI,UNIDADES
4008,Vestido Jeffrey & Dara plateado,Vestido Jeffrey & Dara plateado,411,284.9715,99.99,NULL,Jeffrey & Dara,NULL,Noche,NULL,UNI,UNIDADES
4009,Vestido Donna Ricco Mandarin-Collar,Vestido Donna Ricco Mandarin-Collar,411,427.4715,149.99,NULL,Donna Rico,NULL,Noche,NULL,UNI,UNIDADES
4010,Guantes de Invierno Filament Silk,Guantes de Invierno Filament Silk,412,25.5075,8.95,NULL,Filament Silk,NULL,Es,NULL,UNI,UNIDADES
4011,Casimire Rosa luz,Casimire Rosa luz,412,48.4215,16.99,NULL,Guess,NULL,Talla unica,NULL,UNI,UNIDADES
4012,Bufanda de lino negro Pasant,Bufanda de lino negro Pasant,412,71.2215,24.99,NULL,Fabriccio,NULL,Estandar,NULL,UNI,UNIDADES
4013,Cartera Jansport Fashion Marron,Cartera Jansport Fashion Marron,412,56.9715,19.99,NULL,Jansport,NULL,Estandar,NULL,UNI,UNIDADES
4014,Cartera Gucci Moteada,Cartera Gucci Moteada,412,155.325,54.5,NULL,Gucci,NULL,Estandar,NULL,UNI,UNIDADES
4015,Bolso Alda cuero blanco,Bolso Alda cuero blanco,412,72.96,25.6,NULL,Alda,NULL,Estandar,NULL,UNI,UNIDADES
4016,Tul Vera Bradley,Tul Vera Bradley,412,64.125,22.5,NULL,Vera Bradley,NULL,Estandar,NULL,UNI,UNIDADES
4017,Blusa algodón Bella Ladies/ Long-Sleeve Tee,Blusa algodón Bella Ladies/ Long-Sleeve Tee,413,23.4555,8.23,NULL,Long-Sleeve Tee,NULL,Small,NULL,UNI,UNIDADES
4018,Blusa Delta A8340 Adultos/ Jovenes,Blusa Delta A8340 Adultos/ Jovenes,413,22.3725,7.85,NULL,Old Navy,NULL,Large,NULL,UNI,UNIDADES
4019,Cafarena Regular 100% Algodón,Cafarena Regular 100% Algodón,413,52.725,18.5,NULL,Espirit,NULL,Estandar,NULL,UNI,UNIDADES
4020,Blusa casual Hanes 055X Cotton Pique,Blusa casual Hanes 055X Cotton Pique,413,59.9925,21.05,NULL,Espirit,NULL,Medium,NULL,UNI,UNIDADES
4021,Polo lino celeste Ralph Lauren,Polo lino celeste Ralph Lauren,413,45.5715,15.99,NULL,Ralph Lauren,NULL,Small,NULL,UNI,UNIDADES
4022,BBD OVERDYED STRAPPY,BBD OVERDYED STRAPPY,413,57,20,NULL,Axxis,NULL,Estandar,NULL,UNI,UNIDADES
4023,Blusa Cuello V Axxis,Blusa Cuello V Axxis,413,54.1215,18.99,NULL,Axxis,NULL,Medium,NULL,UNI,UNIDADES
4024,Blusa Cuello V Yols,Blusa Cuello V Yols,413,54.1215,18.99,NULL,Yols,NULL,Medium,NULL,UNI,UNIDADES
4025,Blusa Cuello V Axxis,Blusa Cuello V Axxis,413,48.4215,16.99,NULL,Axxis,NULL,Medium,NULL,UNI,UNIDADES
4026,Blusa de Seda Macarena,Blusa de Seda Macarena,413,69.255,24.3,NULL,New Port,NULL,Medium,NULL,UNI,UNIDADES
4027,Blusa Cardigan,Blusa Cardigan,413,62.6715,21.99,NULL,Yves Saint Lauren,NULL,Estandar,NULL,UNI,UNIDADES
4028,Blusa Blanca Love,Blusa Blanca Love,413,62.7,22,NULL,New Port,NULL,Medium,NULL,UNI,UNIDADES
4029,Overall jean Ruffle Trim,Overall jean Ruffle Trim,414,85.4715,29.99,NULL,Ruffle Trim,NULL,Estandar,NULL,UNI,UNIDADES
4030,Blusa 3/4 SLEEVE STRIPE,Blusa 3/4 SLEEVE STRIPE,414,102.5715,35.99,NULL,Vera Bradley,NULL,Small,NULL,UNI,UNIDADES
4031,Bata de seda Marci Roxx,Bata de seda Marci Roxx,414,81.225,28.5,NULL,Marci Roxx,NULL,Estandar,NULL,UNI,UNIDADES
4032,Pantalon elegante marron Dickies,Pantalon elegante marron Dickies,421,84.5025,29.65,NULL,Dickies,NULL,Talla 34,NULL,UNI,UNIDADES
4033,Pantalon elegante Piere Cardine,Pantalon elegante Piere Cardine,421,109.44,38.4,NULL,Piere Cardine,NULL,Talla 34,NULL,UNI,UNIDADES
4034,Jeans Levi 501,Jeans Levi 501,421,119.7,42,NULL,Levi,NULL,Talla 32,NULL,UNI,UNIDADES
4035,Pantalon casual POLO RALPH LAUREN,Pantalon casual POLO RALPH LAUREN,421,113.9715,39.99,NULL,Ralph Lauren,NULL,Estandar,NULL,UNI,UNIDADES
4036,Pantalon corduroy cinco bolsillos,Pantalon corduroy cinco bolsillos,421,85.4715,29.99,NULL,Lee,NULL,Talla 36,NULL,UNI,UNIDADES
4037,Buzo azul ADIDAS,Buzo azul ADIDAS,421,52.725,18.5,NULL,Adidas,NULL,Estandar,NULL,UNI,UNIDADES
4038,Pantalones Cargo Dickies,Pantalones Cargo Dickies,421,82.5075,28.95,NULL,Dickies,NULL,Talla 32,NULL,UNI,UNIDADES
4039,Blue Denim Overall,Blue Denim Overall,421,86.2125,30.25,NULL,Levi,NULL,Estandar,NULL,UNI,UNIDADES
4040,Jeans Lee talla adultos,Jeans Lee talla adultos,421,73.245,25.7,NULL,Lee,NULL,Talla 34,NULL,UNI,UNIDADES
4041,Camisa Van Heusen Poplin Solid,Camisa Van Heusen Poplin Solid,422,69.2265,24.29,NULL,Van Heusen,NULL,Large,NULL,UNI,UNIDADES
4042,Camisa Geoffrey Beene Easy Care,Camisa Geoffrey Beene Easy Care,422,85.4715,29.99,NULL,Geoffrey Beene,NULL,Large,NULL,UNI,UNIDADES
4043,Camisa Calvin Klein Textured Barre,Camisa Calvin Klein Textured Barre,422,121.125,42.5,NULL,Calvin Klein,NULL,Large,NULL,UNI,UNIDADES
4044,Camisa Windsor Spread Collar,Camisa Windsor Spread Collar,422,98.325,34.5,NULL,Windsor,NULL,Medium,NULL,UNI,UNIDADES
4045,Camisa Kenneth Cole Reaction,Camisa Kenneth Cole Reaction,422,85.4715,29.99,NULL,Kenneth Cole,NULL,Medium,NULL,UNI,UNIDADES
4046,Camisa mas corbata Calvin Klein Supima,Camisa mas corbata Calvin Klein Supima,422,121.125,42.5,NULL,Calvin Klein,NULL,Estandar,NULL,UNI,UNIDADES
4047,Camisa mas corbata Benetton Supima,Camisa mas corbata Benetton Supima,422,121.125,42.5,NULL,Benetton,NULL,Estandar,NULL,UNI,UNIDADES
4048,Camisa manga corta,Camisa manga corta,422,64.182,22.52,NULL,Benetton,NULL,Estandar,NULL,UNI,UNIDADES
4049,Camisa con cuello de abertura parcial,Camisa con cuello de abertura parcial,422,141.075,49.5,NULL,Lacoste,NULL,Estandar,NULL,UNI,UNIDADES
4050,Camisa de punto algodón con abertura delantera parcial,Camisa de punto algodón con abertura delantera parcial,422,171,60,NULL,Benetton,NULL,Estandar,NULL,UNI,UNIDADES
4051,Camisa mas corbata,Camisa mas corbata,422,82.6215,28.99,NULL,Lacoste,NULL,Estandar,NULL,UNI,UNIDADES
4052,Camisa mas corbata Calvin Klein Supima,Camisa mas corbata Calvin Klein Supima,422,116.85,41,NULL,Lacoste,NULL,Estandar,NULL,UNI,UNIDADES
4053,Camisa 100% algodón,Camisa 100% algodón,422,95.475,33.5,NULL,Ritzy of Italy,NULL,Estandar,NULL,UNI,UNIDADES
4054,Camisa mas corbata,Camisa mas corbata,422,92.625,32.5,NULL,Ritzy of Italy,NULL,Estandar,NULL,UNI,UNIDADES
4055,Camisa Supima,Camisa Supima,422,64.125,22.5,NULL,Ritzy of Italy,NULL,Estandar,NULL,UNI,UNIDADES
4056,Camisa 65 % poliester / 35 % algodón,Camisa 65 % poliester / 35 % algodón,422,121.125,42.5,NULL,Polo Ralph lauren,NULL,Estandar,NULL,UNI,UNIDADES
4057,Casaca Microfibra Badger 7618,Casaca Microfibra Badger 7618,423,81.7095,28.67,NULL,Badger,NULL,Large,NULL,UNI,UNIDADES
4058,Casaca adidas Men's,Casaca adidas Men's,423,56.9715,19.99,NULL,Adidas,NULL,Medium,NULL,UNI,UNIDADES
4059,Pullover Katahdin cuello V,Pullover Katahdin cuello V,423,74.0715,25.99,NULL,Benetton,NULL,Estandar,NULL,UNI,UNIDADES
4060,Casaca Denim Lee clasica,Casaca Denim Lee clasica,423,126.7965,44.49,NULL,Lee,NULL,Large,NULL,UNI,UNIDADES
4061,Casaca de cuero Benetton,Casaca de cuero Benetton,423,225.15,79,NULL,Benetton,NULL,Large,NULL,UNI,UNIDADES
4062,Corbatas Gucci guctie104,Corbatas Gucci guctie104,424,119.6715,41.99,NULL,Gucci,NULL,Estandar,NULL,UNI,UNIDADES
4063,Corbatas Gucci de seda guctie11079,Corbatas Gucci de seda guctie11079,424,136.4865,47.89,NULL,Gucci,NULL,Estandar,NULL,UNI,UNIDADES
4064,Corbatas Raffaello Excellence,Corbatas Raffaello Excellence,424,92.8815,32.59,NULL,Raffaello Excellence,NULL,Estandar,NULL,UNI,UNIDADES
4065,Corbatas Gianni Versace,Corbatas Gianni Versace,424,167.865,58.9,NULL,Gianni Versace,NULL,Estandar,NULL,UNI,UNIDADES
4066,Corbatas de seda De Pietri,Corbatas de seda De Pietri,424,85.215,29.9,NULL,De Pietri,NULL,Estandar,NULL,UNI,UNIDADES
4067,Corbatas De Pietri,Corbatas De Pietri,424,56.715,19.9,NULL,De Pietri,NULL,Estandar,NULL,UNI,UNIDADES
4068,Corbatas de seda De Pietri,Corbatas de seda De Pietri,424,113.715,39.9,NULL,De Pietri,NULL,Estandar,NULL,UNI,UNIDADES
4069,Corbatas Poliester Van Heusen,Corbatas Poliester Van Heusen,424,142.215,49.9,NULL,Van Heusen,NULL,Estandar,NULL,UNI,UNIDADES
4070,Corbatas Poliester Van Heusen,Corbatas Poliester Van Heusen,424,142.215,49.9,NULL,Van Heusen,NULL,Estandar,NULL,UNI,UNIDADES
4071,Corbatas Poliester De Pietri,Corbatas Poliester De Pietri,424,85.215,29.9,NULL,De Pietri,NULL,Estandar,NULL,UNI,UNIDADES
4072,Sandalias Teva Ulani,Sandalias Teva Ulani,431,57,20,NULL,Teva,NULL,Talla 36,NULL,UNI,UNIDADES
4073,Havaianas Flip Flop,Havaianas Flip Flop,431,34.2,12,NULL,Flip Flop,NULL,Talla 37,NULL,UNI,UNIDADES
4074,Botas de cuero Axxis,Botas de cuero Axxis,431,369.075,129.5,NULL,Axxis,NULL,Talla 37,NULL,UNI,UNIDADES
4075,Zapatillas  All Star,Zapatillas  All Star,431,105.4215,36.99,NULL,All Star,NULL,Talla 38,NULL,UNI,UNIDADES
4076,Zapatos Cardina taco 7,Zapatos Cardina taco 7,431,186.96,65.6,NULL,Cardina,NULL,Talla 38,NULL,UNI,UNIDADES
4077,Zapatos cuero negro Cardigane,Zapatos cuero negro Cardigane,432,198.075,69.5,NULL,Cardigane,NULL,Talla 44,NULL,UNI,UNIDADES
4078,Zapatillas Adidas,Zapatillas Adidas,432,170.9715,59.99,NULL,Adidas,NULL,Estandar,NULL,UNI,UNIDADES
4079,Zapatillas casuales Diadora,Zapatillas casuales Diadora,432,138.0825,48.45,NULL,Diadora,NULL,Estandar,NULL,UNI,UNIDADES
4080,Zapatos de gamusa Hi-Tech,Zapatos de gamusa Hi-Tech,432,160.455,56.3,NULL,Hi-Tech,NULL,Talla 45,NULL,UNI,UNIDADES
4081,Pantuflas Eurelle Clog,Pantuflas Eurelle Clog,432,44.175,15.5,NULL,Eurelle Clog,NULL,Talla 42,NULL,UNI,UNIDADES
4082,Zapatos de cuero Calimod,Zapatos de cuero Calimod,432,142.4715,49.99,NULL,Calimod,NULL,Talla 43,NULL,UNI,UNIDADES
4083,Zapatillas Converse Little Kids,Zapatillas Converse Little Kids,433,62.6715,21.99,NULL,Little Kids,NULL,Talla 22,NULL,UNI,UNIDADES
4084,Zapatillas Reebok Kids cuero blanco,Zapatillas Reebok Kids cuero blanco,433,113.9715,39.99,NULL,Reebok,NULL,Talla 24,NULL,UNI,UNIDADES
4085,Botas Rain Boot de colores,Botas Rain Boot de colores,433,57,20,NULL,Rain Boot,NULL,Estandar,NULL,UNI,UNIDADES
4086,Botas Timberland Big Kids,Botas Timberland Big Kids,433,71.2215,24.99,NULL,Timberland,NULL,Estandar,NULL,UNI,UNIDADES
4087,Zapatos Boys' Hush Puppies,Zapatos Boys' Hush Puppies,433,78.2325,27.45,NULL,Hush Puppies,NULL,Talla 26,NULL,UNI,UNIDADES
4088,Sandalias Teva - Kids,Sandalias Teva - Kids,433,71.25,25,NULL,Bubble Gummers,NULL,Estandar,NULL,UNI,UNIDADES
4089,Zapatillas Infantes All Star,Zapatillas Infantes All Star,433,91.1715,31.99,NULL,All Star,NULL,Talla 26,NULL,UNI,UNIDADES
4090,Sandalias Matrix - Kids,Sandalias Matrix - Kids,433,94.62,33.2,NULL,olympikus,NULL,Talla 24,NULL,UNI,UNIDADES
4091,Zapatillas Ranger,Zapatillas Ranger,433,142.4715,49.99,NULL,olympikus,NULL,Estandar,NULL,UNI,UNIDADES
4092,Zapatillas Campus Negras,Zapatillas Campus Negras,433,91.1715,31.99,NULL,Adidas,NULL,Estandar,NULL,UNI,UNIDADES
4093,Zapatillas Zamoa Rojas,Zapatillas Zamoa Rojas,433,171,60,NULL,Adidas,NULL,Estandar,NULL,UNI,UNIDADES
4094,Zapatillas Motion 234,Zapatillas Motion 234,433,91.1715,31.99,NULL,olympikus,NULL,Talla 24,NULL,UNI,UNIDADES
4095,Zapatillas Little Man,Zapatillas Little Man,433,85.4715,29.99,NULL,Rain Boot,NULL,Estandar,NULL,UNI,UNIDADES
4096,Zapatos Galium,Zapatos Galium,433,91.1715,31.99,NULL,olympikus,NULL,Talla 26,NULL,UNI,UNIDADES
4097,Zapatillas Donald,Zapatillas Donald,433,85.5,30,NULL,Timberland,NULL,Talla 24,NULL,UNI,UNIDADES
4098,Zapatillas deportivas Kids,Zapatillas deportivas Kids,433,91.1715,31.99,NULL,olympikus,NULL,Estandar,NULL,UNI,UNIDADES
4099,Zapatillas Zion Blancas,Zapatillas Zion Blancas,433,134.9475,47.35,NULL,Hush Puppies,NULL,Talla 26,NULL,UNI,UNIDADES
4100,Zapatos Forever Life,Zapatos Forever Life,433,131.0715,45.99,NULL,olympikus,NULL,Talla 24,NULL,UNI,UNIDADES
4101,Shorts de franela,Shorts de franela,441,21.375,7.5,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4102,Blusa candy colored,Blusa candy colored,441,32.775,11.5,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4103,Sobretodo polar Ralph Lauren,Sobretodo polar Ralph Lauren,441,78.375,27.5,NULL,Ralph Lauren,NULL,Estandar,NULL,UNI,UNIDADES
4104,Pijama Kids' Solid Polartec,Pijama Kids' Solid Polartec,441,56.8575,19.95,NULL,Kid's Solid,NULL,Estandar,NULL,UNI,UNIDADES
4105,Pijama Azul Ophelia,Pijama Azul Ophelia,441,56.8575,19.95,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4106,Camisa Verde Pastel Ophelia,Camisa Verde Pastel Ophelia,441,37.0215,12.99,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4107,Camisa Poliester Ophelia,Camisa Poliester Ophelia,441,49.875,17.5,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4108,Blusa Blanca Ophelia,Blusa Blanca Ophelia,441,48.4215,16.99,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4109,Pantalón Acuje Ophelia,Pantalón Acuje Ophelia,441,66.975,23.5,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4110,Calcetines triple roll,Calcetines triple roll,442,5.7,2,NULL,Kid's Solid,NULL,Estandar,NULL,UNI,UNIDADES
4111,Casaca Baby Bear,Casaca Baby Bear,442,34.2,12,NULL,Osh Kosh B Gosh,NULL,Estandar,NULL,UNI,UNIDADES
4112,Bodysuit de lino,Bodysuit de lino,442,31.35,11,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4113,Pantaloncitos Jean 5 pocket,Pantaloncitos Jean 5 pocket,442,44.517,15.62,NULL,Osh Kosh B Gosh,NULL,Estandar,NULL,UNI,UNIDADES
4114,Overall Corduroy Navy Blue,Overall Corduroy Navy Blue,442,86.925,30.5,NULL,Old Navy,NULL,Estandar,NULL,UNI,UNIDADES
4115,Juego de botas y gorro,Juego de botas y gorro,443,27.075,9.5,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4116,Guantes de lana,Guantes de lana,443,19.8075,6.95,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4117,Gorros de algodón,Gorros de algodón,443,5.7,2,NULL,Kid's Solid,NULL,Estandar,NULL,UNI,UNIDADES
4118,Sabanas termicas,Sabanas termicas,443,14.25,5,NULL,Fabella,NULL,Estandar,NULL,UNI,UNIDADES
4119,Juguetes para bañera,Juguetes para bañera,443,21.375,7.5,NULL,Toys R Us,NULL,Estandar,NULL,UNI,UNIDADES
